index,City,Date,Card Type,Exp Type,Gender,Amount
19368,"Maihar, India",10-Aug-14,Silver,Fuel,M,126564
19931,"Shahabad, India",10-Aug-14,Silver,Entertainment,M,114813
19988,"Delhi, India",10-Aug-14,Platinum,Bills,F,233668
20493,"Pune, India",10-Aug-14,Signature,Grocery,M,243119
21266,"Pune, India",10-Aug-14,Signature,Entertainment,M,13028
23025,"Hyderabad, India",10-Aug-14,Gold,Fuel,M,147329
23383,"Pune, India",10-Aug-14,Signature,Grocery,M,203424
24575,"Kolkata, India",10-Aug-14,Platinum,Fuel,F,42039
24821,"Kolkata, India",10-Aug-14,Platinum,Food,M,114970
25085,"Surat, India",10-Aug-14,Silver,Food,F,195505
25399,"Kanpur, India",10-Aug-14,Gold,Travel,M,207429
672,"Bengaluru, India",09-Aug-14,Signature,Food,F,135794
716,"Ahmedabad, India",09-Aug-14,Gold,Food,F,23818
1665,"Bengaluru, India",09-Aug-14,Gold,Fuel,M,131161
2459,"Greater Mumbai, India",09-Aug-14,Signature,Fuel,M,119897
2848,"Bengaluru, India",09-Aug-14,Gold,Food,F,118491
3122,"Delhi, India",09-Aug-14,Platinum,Bills,M,153560
3981,"Bengaluru, India",09-Aug-14,Gold,Food,F,138684
4082,"Greater Mumbai, India",09-Aug-14,Signature,Bills,M,221673
4249,"Greater Mumbai, India",09-Aug-14,Signature,Grocery,M,107396
6286,"Greater Mumbai, India",09-Aug-14,Signature,Food,F,7703
6396,"Ahmedabad, India",09-Aug-14,Platinum,Food,M,215105
6716,"Bengaluru, India",09-Aug-14,Signature,Food,F,86154
7040,"Bengaluru, India",09-Aug-14,Gold,Entertainment,F,110582
8161,"Greater Mumbai, India",09-Aug-14,Signature,Fuel,F,114328
8236,"Greater Mumbai, India",09-Aug-14,Platinum,Bills,M,260469
8478,"Delhi, India",09-Aug-14,Signature,Entertainment,F,218630
8803,"Delhi, India",09-Aug-14,Silver,Food,F,175767
9904,"Bengaluru, India",09-Aug-14,Signature,Bills,M,38207
12953,"Ahmedabad, India",09-Aug-14,Signature,Food,M,172178
13022,"Ahmedabad, India",09-Aug-14,Platinum,Grocery,F,169174
13364,"Ahmedabad, India",09-Aug-14,Gold,Food,M,123549
14630,"Raayachuru, India",09-Aug-14,Silver,Bills,M,184037
14939,"Firozpur Cantt., India",09-Aug-14,Signature,Food,M,223860
15377,"Silchar, India",09-Aug-14,Gold,Food,M,111652
16702,"Kyathampalle, India",09-Aug-14,Silver,Entertainment,F,103612
16897,"Limbdi, India",09-Aug-14,Silver,Grocery,F,45480
17132,"Bhiwani, India",09-Aug-14,Signature,Grocery,M,26744
17439,"Bargarh, India",09-Aug-14,Gold,Bills,F,76694
18099,"Umaria, India",09-Aug-14,Platinum,Entertainment,M,171970
18690,"Nawanshahr, India",09-Aug-14,Gold,Food,F,243913
18866,"Paramakudi, India",09-Aug-14,Signature,Bills,M,80024
19167,"Rajahmundry, India",09-Aug-14,Signature,Bills,F,42603
20384,"Hyderabad, India",09-Aug-14,Silver,Bills,M,211975
20694,"Pune, India",09-Aug-14,Platinum,Food,M,280821
20869,"Pune, India",09-Aug-14,Platinum,Grocery,F,10584
21943,"Kanpur, India",09-Aug-14,Silver,Bills,M,136023
22626,"Kanpur, India",09-Aug-14,Platinum,Food,M,298083
22907,"Hyderabad, India",09-Aug-14,Signature,Bills,M,35522
23079,"Jaipur, India",09-Aug-14,Signature,Fuel,M,64065
23964,"Kolkata, India",09-Aug-14,Gold,Bills,M,209265
24098,"Hyderabad, India",09-Aug-14,Signature,Entertainment,F,211884
25584,"Kolkata, India",09-Aug-14,Gold,Travel,F,13355
25647,"Surat, India",09-Aug-14,Silver,Travel,F,142539
25947,"Surat, India",09-Aug-14,Gold,Travel,M,78164
516,"Greater Mumbai, India",08-Aug-14,Signature,Food,F,111842
1655,"Delhi, India",08-Aug-14,Silver,Food,F,226766
2491,"Delhi, India",08-Aug-14,Platinum,Fuel,F,173616
2608,"Greater Mumbai, India",08-Aug-14,Silver,Fuel,M,143571
2819,"Greater Mumbai, India",08-Aug-14,Gold,Food,F,128839
3261,"Delhi, India",08-Aug-14,Gold,Entertainment,F,216588
4031,"Greater Mumbai, India",08-Aug-14,Gold,Bills,M,294619
4442,"Ahmedabad, India",08-Aug-14,Signature,Grocery,F,239328
4673,"Ahmedabad, India",08-Aug-14,Gold,Grocery,F,52611
4801,"Delhi, India",08-Aug-14,Silver,Food,M,148733
4878,"Greater Mumbai, India",08-Aug-14,Gold,Bills,M,241478
5232,"Ahmedabad, India",08-Aug-14,Signature,Grocery,M,181311
6070,"Delhi, India",08-Aug-14,Gold,Grocery,M,197584
7403,"Ahmedabad, India",08-Aug-14,Signature,Fuel,M,154181
7793,"Greater Mumbai, India",08-Aug-14,Signature,Grocery,M,30686
8111,"Delhi, India",08-Aug-14,Silver,Food,F,68202
9181,"Bengaluru, India",08-Aug-14,Platinum,Entertainment,F,39084
9426,"Ahmedabad, India",08-Aug-14,Platinum,Fuel,M,3707
9941,"Ahmedabad, India",08-Aug-14,Platinum,Grocery,M,17134
10050,"Delhi, India",08-Aug-14,Gold,Entertainment,M,109514
10095,"Greater Mumbai, India",08-Aug-14,Gold,Food,F,197488
10105,"Delhi, India",08-Aug-14,Gold,Food,M,147923
10503,"Greater Mumbai, India",08-Aug-14,Gold,Fuel,M,268142
11567,"Greater Mumbai, India",08-Aug-14,Gold,Bills,M,39390
11611,"Ahmedabad, India",08-Aug-14,Signature,Fuel,M,294576
11981,"Ahmedabad, India",08-Aug-14,Platinum,Bills,M,118300
12007,"Greater Mumbai, India",08-Aug-14,Gold,Food,M,145053
12482,"Greater Mumbai, India",08-Aug-14,Silver,Bills,M,80749
12638,"Bengaluru, India",08-Aug-14,Gold,Food,F,296210
12955,"Bengaluru, India",08-Aug-14,Platinum,Bills,F,173402
13152,"Delhi, India",08-Aug-14,Silver,Grocery,M,194178
14897,"Titlagarh, India",08-Aug-14,Silver,Entertainment,M,76467
15196,"Neyyattinkara, India",08-Aug-14,Signature,Entertainment,M,224636
15197,"Zira, India",08-Aug-14,Gold,Entertainment,M,179424
17530,"Nongstoin, India",08-Aug-14,Platinum,Entertainment,M,177453
17752,"Puliyankudi, India",08-Aug-14,Signature,Grocery,M,55763
18089,"Raver, India",08-Aug-14,Platinum,Entertainment,F,31083
18551,"Puranpur, India",08-Aug-14,Silver,Food,M,292821
19120,"Pasan, India",08-Aug-14,Signature,Fuel,F,216222
20170,"Jaipur, India",08-Aug-14,Gold,Entertainment,F,82111
20301,"Surat, India",08-Aug-14,Gold,Grocery,F,43443
20391,"Pune, India",08-Aug-14,Gold,Fuel,F,148450
21225,"Pune, India",08-Aug-14,Signature,Entertainment,F,111931
21868,"Lucknow, India",08-Aug-14,Silver,Food,M,169234
21967,"Surat, India",08-Aug-14,Signature,Bills,M,91839
22235,"Kolkata, India",08-Aug-14,Platinum,Bills,M,262130
22384,"Surat, India",08-Aug-14,Silver,Grocery,F,190870
23020,"Kolkata, India",08-Aug-14,Signature,Fuel,M,125857
24446,"Lucknow, India",08-Aug-14,Gold,Entertainment,M,236328
24607,"Kanpur, India",08-Aug-14,Signature,Fuel,M,50215
25696,"Lucknow, India",08-Aug-14,Platinum,Travel,M,41683
12,"Greater Mumbai, India",07-Aug-14,Gold,Bills,F,19226
264,"Bengaluru, India",07-Aug-14,Gold,Bills,F,814333
2277,"Greater Mumbai, India",07-Aug-14,Signature,Fuel,F,19188
3213,"Greater Mumbai, India",07-Aug-14,Silver,Fuel,F,258129
3262,"Bengaluru, India",07-Aug-14,Platinum,Food,M,291317
3673,"Ahmedabad, India",07-Aug-14,Signature,Food,M,34132
3767,"Bengaluru, India",07-Aug-14,Gold,Bills,F,23154
3922,"Bengaluru, India",07-Aug-14,Gold,Bills,M,123198
4033,"Bengaluru, India",07-Aug-14,Silver,Grocery,M,102668
4807,"Bengaluru, India",07-Aug-14,Signature,Fuel,M,292066
5636,"Greater Mumbai, India",07-Aug-14,Silver,Grocery,M,216726
5637,"Bengaluru, India",07-Aug-14,Gold,Fuel,F,122681
7471,"Bengaluru, India",07-Aug-14,Silver,Fuel,M,247263
7778,"Bengaluru, India",07-Aug-14,Platinum,Food,F,39075
7998,"Ahmedabad, India",07-Aug-14,Signature,Grocery,F,192386
8024,"Delhi, India",07-Aug-14,Platinum,Food,F,219687
8125,"Delhi, India",07-Aug-14,Silver,Food,F,72391
8992,"Ahmedabad, India",07-Aug-14,Silver,Bills,M,290136
10026,"Greater Mumbai, India",07-Aug-14,Platinum,Grocery,M,110784
10091,"Ahmedabad, India",07-Aug-14,Platinum,Food,M,193730
10213,"Delhi, India",07-Aug-14,Gold,Entertainment,F,36465
10353,"Ahmedabad, India",07-Aug-14,Silver,Bills,F,275531
10405,"Bengaluru, India",07-Aug-14,Gold,Bills,M,162249
10986,"Greater Mumbai, India",07-Aug-14,Platinum,Bills,M,283734
11422,"Delhi, India",07-Aug-14,Silver,Entertainment,F,215366
12153,"Delhi, India",07-Aug-14,Gold,Fuel,F,52777
12322,"Ahmedabad, India",07-Aug-14,Silver,Fuel,M,130891
12611,"Delhi, India",07-Aug-14,Signature,Food,F,70622
12700,"Greater Mumbai, India",07-Aug-14,Platinum,Fuel,M,195853
12909,"Bengaluru, India",07-Aug-14,Signature,Entertainment,F,109495
13295,"Ahmedabad, India",07-Aug-14,Silver,Fuel,F,177488
14042,"Hubli-Dharwad, India",07-Aug-14,Platinum,Entertainment,F,284450
14226,"Malavalli, India",07-Aug-14,Platinum,Grocery,F,155977
15760,"Jalandhar, India",07-Aug-14,Gold,Food,M,38656
16361,"Tirunelveli, India",07-Aug-14,Signature,Fuel,M,149370
17013,"Nilanga, India",07-Aug-14,Platinum,Bills,M,245092
18400,"Periyasemur, India",07-Aug-14,Silver,Grocery,F,173779
18696,"Mysore, India",07-Aug-14,Silver,Grocery,F,224278
18717,"Sangamner, India",07-Aug-14,Gold,Fuel,M,142545
18891,"Shoranur, India",07-Aug-14,Gold,Bills,F,272098
19058,"Nautanwa, India",07-Aug-14,Signature,Food,F,260137
20113,"Chennai, India",07-Aug-14,Silver,Bills,F,120422
20594,"Jaipur, India",07-Aug-14,Gold,Entertainment,M,27388
20617,"Kolkata, India",07-Aug-14,Platinum,Entertainment,M,29400
21041,"Kanpur, India",07-Aug-14,Gold,Bills,F,59339
22171,"Pune, India",07-Aug-14,Signature,Grocery,F,73762
22339,"Kolkata, India",07-Aug-14,Signature,Entertainment,F,174189
22503,"Kolkata, India",07-Aug-14,Platinum,Entertainment,F,124295
23121,"Jaipur, India",07-Aug-14,Silver,Grocery,F,129163
23165,"Lucknow, India",07-Aug-14,Signature,Food,F,132069
24283,"Pune, India",07-Aug-14,Platinum,Fuel,M,107888
24464,"Surat, India",07-Aug-14,Platinum,Fuel,F,155043
24823,"Lucknow, India",07-Aug-14,Silver,Grocery,M,68290
25120,"Chennai, India",07-Aug-14,Silver,Grocery,F,224807
270,"Ahmedabad, India",06-Aug-14,Silver,Bills,F,407647
655,"Bengaluru, India",06-Aug-14,Signature,Food,F,23309
1062,"Greater Mumbai, India",06-Aug-14,Silver,Entertainment,F,10716
1230,"Bengaluru, India",06-Aug-14,Silver,Grocery,F,177320
1810,"Greater Mumbai, India",06-Aug-14,Gold,Food,M,35073
2440,"Delhi, India",06-Aug-14,Signature,Fuel,F,106943
2835,"Greater Mumbai, India",06-Aug-14,Platinum,Entertainment,F,100781
3271,"Bengaluru, India",06-Aug-14,Platinum,Grocery,F,51623
5467,"Ahmedabad, India",06-Aug-14,Gold,Entertainment,M,223444
5647,"Greater Mumbai, India",06-Aug-14,Gold,Grocery,M,188349
5651,"Bengaluru, India",06-Aug-14,Signature,Fuel,F,64742
5977,"Bengaluru, India",06-Aug-14,Silver,Fuel,F,255356
6939,"Greater Mumbai, India",06-Aug-14,Silver,Food,F,258818
7384,"Greater Mumbai, India",06-Aug-14,Signature,Fuel,M,189627
7832,"Bengaluru, India",06-Aug-14,Signature,Fuel,M,217417
7915,"Ahmedabad, India",06-Aug-14,Signature,Bills,M,138989
7978,"Greater Mumbai, India",06-Aug-14,Platinum,Fuel,F,118405
8598,"Delhi, India",06-Aug-14,Silver,Food,M,65838
8814,"Ahmedabad, India",06-Aug-14,Silver,Grocery,M,254313
10862,"Ahmedabad, India",06-Aug-14,Silver,Bills,F,48726
11528,"Greater Mumbai, India",06-Aug-14,Silver,Bills,M,157485
11675,"Delhi, India",06-Aug-14,Platinum,Grocery,F,98173
12278,"Greater Mumbai, India",06-Aug-14,Gold,Food,M,295234
13499,"Bengaluru, India",06-Aug-14,Gold,Grocery,F,1972
13514,"Bengaluru, India",06-Aug-14,Gold,Grocery,M,46631
13563,"Bengaluru, India",06-Aug-14,Signature,Entertainment,F,272257
14325,"Tadpatri, India",06-Aug-14,Gold,Bills,M,241272
14405,"Shrigonda, India",06-Aug-14,Silver,Grocery,F,134268
14829,"Nagarkurnool, India",06-Aug-14,Platinum,Entertainment,M,147585
14873,"Sambalpur, India",06-Aug-14,Signature,Bills,F,147096
15500,"Patiala, India",06-Aug-14,Signature,Food,M,16901
16425,"Ramagundam, India",06-Aug-14,Platinum,Entertainment,M,135010
16450,"Puliyankudi, India",06-Aug-14,Platinum,Entertainment,M,280652
16830,"Nalbari, India",06-Aug-14,Platinum,Food,M,88914
16936,"Tiruchengode, India",06-Aug-14,Signature,Bills,M,202564
16944,"Giridih, India",06-Aug-14,Signature,Food,F,241319
17680,"Sankarankoil, India",06-Aug-14,Platinum,Grocery,F,137695
18487,"Proddatur, India",06-Aug-14,Silver,Grocery,M,205091
19067,"Ranaghat, India",06-Aug-14,Gold,Entertainment,F,118944
19145,"Sambalpur, India",06-Aug-14,Silver,Grocery,M,118151
20150,"Kanpur, India",06-Aug-14,Platinum,Bills,F,108760
20337,"Kolkata, India",06-Aug-14,Signature,Food,M,44249
22532,"Kolkata, India",06-Aug-14,Gold,Food,F,230944
22544,"Surat, India",06-Aug-14,Silver,Bills,F,23341
22712,"Kolkata, India",06-Aug-14,Gold,Food,F,248405
22812,"Pune, India",06-Aug-14,Gold,Bills,F,128953
22927,"Chennai, India",06-Aug-14,Platinum,Grocery,M,266962
23209,"Chennai, India",06-Aug-14,Silver,Entertainment,F,95108
23398,"Lucknow, India",06-Aug-14,Silver,Food,M,146661
24504,"Hyderabad, India",06-Aug-14,Signature,Bills,F,262198
25334,"Kanpur, India",06-Aug-14,Platinum,Travel,M,3364
25411,"Pune, India",06-Aug-14,Silver,Travel,F,17502
25534,"Pune, India",06-Aug-14,Signature,Travel,F,65076
25807,"Hyderabad, India",06-Aug-14,Silver,Travel,F,199288
98,"Greater Mumbai, India",05-Aug-14,Silver,Bills,F,246865
201,"Bengaluru, India",05-Aug-14,Platinum,Bills,F,965721
1528,"Ahmedabad, India",05-Aug-14,Gold,Food,F,238194
2264,"Bengaluru, India",05-Aug-14,Platinum,Fuel,F,235625
2339,"Delhi, India",05-Aug-14,Signature,Fuel,M,176065
3062,"Greater Mumbai, India",05-Aug-14,Gold,Grocery,M,290078
4168,"Delhi, India",05-Aug-14,Gold,Bills,F,117773
4975,"Delhi, India",05-Aug-14,Gold,Food,M,172168
6856,"Ahmedabad, India",05-Aug-14,Silver,Bills,M,62307
7502,"Bengaluru, India",05-Aug-14,Platinum,Fuel,F,91638
7653,"Greater Mumbai, India",05-Aug-14,Silver,Fuel,M,28042
8773,"Ahmedabad, India",05-Aug-14,Gold,Bills,M,123092
10092,"Delhi, India",05-Aug-14,Silver,Food,F,24666
10287,"Greater Mumbai, India",05-Aug-14,Gold,Food,M,32624
10481,"Ahmedabad, India",05-Aug-14,Gold,Bills,F,110644
10547,"Greater Mumbai, India",05-Aug-14,Gold,Fuel,M,288296
10776,"Delhi, India",05-Aug-14,Silver,Food,F,226158
10888,"Greater Mumbai, India",05-Aug-14,Gold,Food,M,181826
11007,"Delhi, India",05-Aug-14,Signature,Grocery,M,62005
11619,"Delhi, India",05-Aug-14,Gold,Food,M,134299
11989,"Ahmedabad, India",05-Aug-14,Platinum,Food,M,270794
12809,"Ahmedabad, India",05-Aug-14,Platinum,Bills,F,265399
13281,"Ahmedabad, India",05-Aug-14,Platinum,Bills,M,41724
13612,"Greater Mumbai, India",05-Aug-14,Signature,Bills,M,223941
14699,"Nizamabad, India",05-Aug-14,Platinum,Fuel,F,71765
14827,"Adityapur, India",05-Aug-14,Silver,Grocery,M,162636
15059,"Rishikesh, India",05-Aug-14,Silver,Grocery,F,194837
15251,"Bathinda, India",05-Aug-14,Gold,Bills,M,218425
15692,"Nawada, India",05-Aug-14,Signature,Food,F,99705
18083,"Bheemunipatnam, India",05-Aug-14,Signature,Food,F,280511
18786,"Dumraon, India",05-Aug-14,Gold,Grocery,F,153498
20960,"Jaipur, India",05-Aug-14,Silver,Bills,M,48932
24734,"Lucknow, India",05-Aug-14,Platinum,Grocery,M,9550
25016,"Hyderabad, India",05-Aug-14,Gold,Fuel,F,131047
25306,"Hyderabad, India",05-Aug-14,Silver,Grocery,F,284608
25594,"Hyderabad, India",05-Aug-14,Signature,Travel,F,14984
25919,"Pune, India",05-Aug-14,Signature,Travel,F,18441
26001,"Jaipur, India",05-Aug-14,Signature,Travel,F,109269
292,"Bengaluru, India",04-Aug-14,Platinum,Bills,F,308622
500,"Ahmedabad, India",04-Aug-14,Silver,Food,F,35002
1566,"Greater Mumbai, India",04-Aug-14,Platinum,Food,M,93654
1621,"Greater Mumbai, India",04-Aug-14,Silver,Food,F,246960
1821,"Bengaluru, India",04-Aug-14,Platinum,Grocery,M,252035
2907,"Ahmedabad, India",04-Aug-14,Platinum,Entertainment,F,234156
3051,"Greater Mumbai, India",04-Aug-14,Platinum,Entertainment,F,70775
3411,"Delhi, India",04-Aug-14,Gold,Bills,M,220894
3550,"Ahmedabad, India",04-Aug-14,Gold,Fuel,M,134623
3613,"Ahmedabad, India",04-Aug-14,Signature,Fuel,M,111128
3631,"Bengaluru, India",04-Aug-14,Silver,Entertainment,F,104628
3837,"Bengaluru, India",04-Aug-14,Signature,Grocery,F,82526
4156,"Bengaluru, India",04-Aug-14,Platinum,Food,F,144684
5315,"Ahmedabad, India",04-Aug-14,Silver,Grocery,F,86445
6285,"Bengaluru, India",04-Aug-14,Platinum,Bills,F,133298
6949,"Ahmedabad, India",04-Aug-14,Silver,Entertainment,F,218683
7098,"Ahmedabad, India",04-Aug-14,Platinum,Entertainment,M,34981
7175,"Delhi, India",04-Aug-14,Signature,Food,M,53632
8008,"Delhi, India",04-Aug-14,Signature,Grocery,M,251060
8068,"Ahmedabad, India",04-Aug-14,Platinum,Food,M,75108
8124,"Greater Mumbai, India",04-Aug-14,Gold,Fuel,M,103315
9294,"Bengaluru, India",04-Aug-14,Gold,Grocery,F,25018
10902,"Ahmedabad, India",04-Aug-14,Gold,Food,F,122732
11370,"Bengaluru, India",04-Aug-14,Silver,Grocery,F,12204
12253,"Bengaluru, India",04-Aug-14,Platinum,Bills,M,121667
12344,"Delhi, India",04-Aug-14,Signature,Entertainment,M,240140
14181,"Nathdwara, India",04-Aug-14,Gold,Entertainment,M,201652
15966,"Aruppukkottai, India",04-Aug-14,Silver,Fuel,M,276397
16935,"Dibrugarh, India",04-Aug-14,Silver,Bills,M,140178
17363,"Bhilwara, India",04-Aug-14,Gold,Grocery,M,226672
17444,"Yanam, India",04-Aug-14,Silver,Entertainment,F,90195
18046,"Makhdumpur, India",04-Aug-14,Platinum,Bills,M,64507
19018,"Gobichettipalayam, India",04-Aug-14,Signature,Food,F,215449
20050,"Chennai, India",04-Aug-14,Silver,Bills,M,267752
20094,"Jaipur, India",04-Aug-14,Silver,Bills,F,5375
21815,"Surat, India",04-Aug-14,Silver,Grocery,F,290505
22878,"Kolkata, India",04-Aug-14,Silver,Bills,M,43992
22949,"Pune, India",04-Aug-14,Signature,Food,M,143561
24533,"Pune, India",04-Aug-14,Gold,Fuel,F,295248
25170,"Kolkata, India",04-Aug-14,Silver,Grocery,M,282307
312,"Ahmedabad, India",03-Aug-14,Platinum,Bills,F,788531
321,"Ahmedabad, India",03-Aug-14,Signature,Bills,F,770346
804,"Bengaluru, India",03-Aug-14,Silver,Fuel,F,251295
905,"Bengaluru, India",03-Aug-14,Silver,Food,F,263200
947,"Delhi, India",03-Aug-14,Silver,Bills,F,262709
991,"Delhi, India",03-Aug-14,Silver,Fuel,F,111224
1437,"Ahmedabad, India",03-Aug-14,Gold,Food,F,196856
1514,"Bengaluru, India",03-Aug-14,Gold,Food,F,28243
1906,"Delhi, India",03-Aug-14,Signature,Food,F,179471
1998,"Delhi, India",03-Aug-14,Silver,Grocery,F,72675
2156,"Greater Mumbai, India",03-Aug-14,Gold,Fuel,M,74624
2654,"Greater Mumbai, India",03-Aug-14,Platinum,Fuel,F,57291
3351,"Bengaluru, India",03-Aug-14,Gold,Fuel,F,45014
4933,"Delhi, India",03-Aug-14,Gold,Bills,M,191799
5193,"Delhi, India",03-Aug-14,Signature,Grocery,F,83353
5629,"Ahmedabad, India",03-Aug-14,Platinum,Food,F,116820
6497,"Ahmedabad, India",03-Aug-14,Gold,Grocery,M,117653
6658,"Delhi, India",03-Aug-14,Signature,Food,F,116511
7244,"Delhi, India",03-Aug-14,Gold,Entertainment,M,68207
7571,"Bengaluru, India",03-Aug-14,Signature,Entertainment,M,198498
7658,"Greater Mumbai, India",03-Aug-14,Silver,Bills,F,252984
8288,"Greater Mumbai, India",03-Aug-14,Gold,Bills,F,257914
9340,"Delhi, India",03-Aug-14,Silver,Bills,F,183410
9799,"Greater Mumbai, India",03-Aug-14,Platinum,Grocery,M,271747
10345,"Delhi, India",03-Aug-14,Silver,Entertainment,M,118795
10414,"Ahmedabad, India",03-Aug-14,Signature,Entertainment,F,137717
10684,"Ahmedabad, India",03-Aug-14,Gold,Food,M,286147
11827,"Bengaluru, India",03-Aug-14,Platinum,Grocery,M,178682
12675,"Greater Mumbai, India",03-Aug-14,Signature,Grocery,F,136905
12824,"Ahmedabad, India",03-Aug-14,Signature,Fuel,M,48903
13117,"Bengaluru, India",03-Aug-14,Signature,Grocery,F,47894
14272,"Taranagar, India",03-Aug-14,Signature,Grocery,M,268944
14503,"Visnagar, India",03-Aug-14,Gold,Entertainment,F,47560
15828,"Phalodi, India",03-Aug-14,Signature,Food,M,181860
18292,"Tasgaon, India",03-Aug-14,Silver,Bills,F,38053
18949,"Narasaraopet, India",03-Aug-14,Signature,Bills,M,171828
19271,"Renukoot, India",03-Aug-14,Platinum,Bills,F,233634
19470,"Mainaguri, India",03-Aug-14,Silver,Grocery,M,30632
19757,"Sunam, India",03-Aug-14,Platinum,Fuel,M,74665
19793,"Lakhimpur, India",03-Aug-14,Platinum,Fuel,M,194196
20543,"Kolkata, India",03-Aug-14,Silver,Entertainment,M,192665
20625,"Chennai, India",03-Aug-14,Gold,Fuel,M,4790
21792,"Kolkata, India",03-Aug-14,Signature,Entertainment,F,5936
21970,"Chennai, India",03-Aug-14,Platinum,Food,F,241569
22240,"Jaipur, India",03-Aug-14,Silver,Bills,M,136051
23669,"Chennai, India",03-Aug-14,Silver,Bills,M,120047
23708,"Hyderabad, India",03-Aug-14,Platinum,Bills,M,247235
24092,"Hyderabad, India",03-Aug-14,Platinum,Bills,M,48266
25154,"Surat, India",03-Aug-14,Signature,Fuel,M,3616
25219,"Kolkata, India",03-Aug-14,Gold,Food,F,53777
25345,"Kanpur, India",03-Aug-14,Silver,Travel,F,132670
25766,"Lucknow, India",03-Aug-14,Signature,Travel,F,293716
25835,"Kolkata, India",03-Aug-14,Signature,Travel,F,91540
25999,"Hyderabad, India",03-Aug-14,Signature,Travel,M,41578
26048,"Pune, India",03-Aug-14,Signature,Travel,M,246316
331,"Greater Mumbai, India",02-Aug-14,Silver,Bills,F,922206
592,"Ahmedabad, India",02-Aug-14,Gold,Food,F,207196
595,"Bengaluru, India",02-Aug-14,Platinum,Food,F,246046
1023,"Bengaluru, India",02-Aug-14,Silver,Bills,F,277473
2326,"Delhi, India",02-Aug-14,Signature,Fuel,M,145463
2467,"Ahmedabad, India",02-Aug-14,Signature,Fuel,M,26448
2612,"Delhi, India",02-Aug-14,Gold,Fuel,M,89018
3448,"Bengaluru, India",02-Aug-14,Gold,Fuel,M,73251
4700,"Greater Mumbai, India",02-Aug-14,Platinum,Fuel,M,206948
4986,"Ahmedabad, India",02-Aug-14,Platinum,Bills,F,223853
5386,"Bengaluru, India",02-Aug-14,Platinum,Grocery,F,133270
6087,"Ahmedabad, India",02-Aug-14,Gold,Fuel,M,81273
6097,"Ahmedabad, India",02-Aug-14,Silver,Bills,M,148639
6518,"Greater Mumbai, India",02-Aug-14,Silver,Grocery,M,81374
6657,"Ahmedabad, India",02-Aug-14,Silver,Entertainment,M,93981
6804,"Bengaluru, India",02-Aug-14,Silver,Food,F,267675
7227,"Bengaluru, India",02-Aug-14,Platinum,Entertainment,F,174493
7674,"Delhi, India",02-Aug-14,Silver,Entertainment,M,151449
9326,"Delhi, India",02-Aug-14,Gold,Bills,F,292384
9923,"Bengaluru, India",02-Aug-14,Silver,Bills,F,186538
10169,"Ahmedabad, India",02-Aug-14,Platinum,Entertainment,M,182184
10226,"Bengaluru, India",02-Aug-14,Silver,Entertainment,F,193171
10553,"Ahmedabad, India",02-Aug-14,Gold,Grocery,M,177054
12012,"Ahmedabad, India",02-Aug-14,Silver,Fuel,F,204747
12196,"Greater Mumbai, India",02-Aug-14,Platinum,Grocery,M,234502
12672,"Delhi, India",02-Aug-14,Gold,Bills,M,295484
13586,"Delhi, India",02-Aug-14,Silver,Entertainment,F,209476
14177,"Nasirabad, India",02-Aug-14,Gold,Bills,M,92113
